Text,Completion
User: 운동 후에 하는 산책은 식단을 먹을 때도 좋겠지?,assistant: 0
User: 식단 결과가 좀 의아하게 느껴져.,assistant: 1
User: 그저께 식단 정보 좀,assistant: 1
User: 어떤 운동을 시작하셨나요?,assistant: 0
User: hi,assistant: 0
User: 건강한 식단 보여줘,assistant: 0
User: 오늘 식단 정말 좋다,assistant: 1
User: 식단에 대한 간략한 분석 부탁해.,assistant: 1
User: 오늘 날씨 너무 좋다!,assistant: 0
User: 새로 시작한 취미 어때? 재미있어 보여!,assistant: 0
User: 어떤 음식이 건강에 좋지 않을까요?,assistant: 0
User: 물은 얼마나,assistant: 0
User: 사과 보여줘,assistant: 0
User: 오늘은 정말 재미있는 하루였어요.,assistant: 0
User: 지방이 많았나,assistant: 1
User: 오늘 저녁엔 필라테스를 하며 시간을 보낼까 해,assistant: 0
User: 내 식단 뭐가 문제야?,assistant: 1
User: 피자 먹고 싶어,assistant: 0
User: 내 식단이 어떤데?,assistant: 1
User: 내가 만든 코드가 잘 실행이 안되네. 어디가 문제인지 모르겠어.,assistant: 0
User: 오늘 날씨 어때요?,assistant: 0
User: 식단 평가가 왜 이래?,assistant: 1
User: 오늘 점심 뭐 먹을까요?,assistant: 0
User: 한달 전 식단 왜 Perfect임?,assistant: 1
User: 내 식단 괜찮아?,assistant: 1
User: 오늘 점심은 뭐 먹을까?,assistant: 0
User: 이번주 식단은 잘 지키지 못했어,assistant: 0
User: 오늘 너무 많이 먹은 것 같아.,assistant: 0
User: 식단 평가 기준이 뭐야?,assistant: 1
User: i feel Bad,assistant: 0
User: 내일은 주말이니까 좀 늦게 일어나도 되겠지?,assistant: 0
User: 내 식단 괜찮아?,assistant: 1
User: 너무 단 음식은 치아에 좋지 않아요.,assistant: 0
User: 성적이 왜 이렇게 나왔지?,assistant: 1
User: i feel Bad,assistant: 0
User: 나 왜 Normal?,assistant: 1
User: 오늘 날씨 너무 좋다,assistant: 0
User: 오늘 일정 알려줘,assistant: 0
User: 어디야?,assistant: 0
User: 어디로 여행가고 싶으세요?,assistant: 0
User: 안녕하세요!,assistant: 0
User: 이틀 전 식단 출력,assistant: 1
User: 최근에 새로운 식단을 시도했는데 좋아,assistant: 0
User: 회는 살찌나?,assistant: 0
User: 운동 계획표 만들어줘,assistant: 0
User: 운동 계획을 세우고 싶어,assistant: 0
User: 5일전 식단 평가 좀,assistant: 1
User: 피곤하다,assistant: 0
User: 최근에 새로운 운동을 시작했는데 정말 즐겁다,assistant: 0
User: 식단 평가가 좀 이상한 거 같은데?,assistant: 1
User: 아 출출하다,assistant: 0
User: 식단 평가에 대해 간략하게 분석 좀 해줘.,assistant: 1
User: 오늘 점심 뭐 먹을까요?,assistant: 0
User: 안녕하세요,assistant: 0
User: 다이어트 지친다,assistant: 0
User: 내 식단 뭐가 문제야?,assistant: 1
User: 오늘 너무 더워요,assistant: 0
User: 제 식단 좀 평가해 주세요.,assistant: 1
User: 식단평가,assistant: 1
User: 오늘 점심으로 샐러드와 샌드위치를 먹었어요.,assistant: 0
User: 오늘 식단 출력,assistant: 1
User: 내 친구가 소개팅을 했는데 너무 별로였대,assistant: 0
User: 안녕하세요,assistant: 0
User: 내가 만든 음식 맛이 이상해,assistant: 0
User: 내가 뭐하는 거지,assistant: 0
User: 내 식단 왜 나쁜데?,assistant: 1
User: 그렇군요,assistant: 0
User: 식단에 대해 간략하게 분석해줘,assistant: 1
User: 오늘 날씨 정말 좋다!,assistant: 0
User: 최근에 새로운 운동을 시작했는데 정말 즐겁다,assistant: 0
User: 운동 후에 바로 앉으면 안 돼?,assistant: 0
User: 3일전 식단 평가 좀,assistant: 1
User: 오늘 Not Bad네,assistant: 1
User: 어제 식단 평가 좀,assistant: 1
User: 오늘은 정말 완벽한 밤이야.,assistant: 0
User: 운동은 어떻게 하면 될까,assistant: 0
User: 이번 주말은 공부와 함께 보낼 계획이야,assistant: 0
User: 오늘은 날씨가 너무 좋아서 산책을 하고 싶어요.,assistant: 0
User: 기분이 좋지 않으니 식단을 조절해야겠다.,assistant: 0
User: 운동 후 산책이 다이어트에 좋을까요?,assistant: 0
User: 지방이 많았나,assistant: 1
User: 오늘 점심으로 샐러드를 먹을까 해요.,assistant: 0
"User: Wow, that's really good!",assistant: 0
User: 알겠습니다,assistant: 0
User: 운동 후에 하는 산책은 식단을 먹을 때도 좋겠지?,assistant: 0
User: 식단 평가는?,assistant: 1
User: 오늘 식단에 대해 분석해봐,assistant: 1
User: 제가 이겼네요!,assistant: 0
User: 내 식단 왜 좋음?,assistant: 1
User: ??,assistant: 0
"User: 식단에 대해 간략하게 분석해줘, 부탁해.",assistant: 1
User: 오늘은 정말 재밌는 하루였어요.,assistant: 0
User: 오늘 날씨 어때?,assistant: 0
User: 내 식단에 무슨 문제가 있나요?,assistant: 1
User: 오늘 날씨 어때요?,assistant: 0
User: 오늘 날씨 정말 좋다!,assistant: 0
User: 배고파요,assistant: 0
User: 식단평가 기준이 뭐야?,assistant: 1
User: 안녕하세요!,assistant: 0
User: 지방이 없는 맛있는 음식 추천,assistant: 0
User: 식단 평가가 좀 이상한 거 같아. 어떻게 생각해?,assistant: 1
User: 오늘 날씨 어때요?,assistant: 0
User: 식단에 대한 간략한 분석 부탁해.,assistant: 1
User: 내 식단 왜 좋음?,assistant: 1
User: 식단 관리 꿀팁 부탁,assistant: 0
User: 나 이제부터 다이어트다!,assistant: 0
User: 오늘 먹은 식단에 대해 평가해줘,assistant: 1
User: 내 식단 뭐가 문제야?,assistant: 1
User: 내 식단 왜 좋음?,assistant: 1
User: 무슨 운동인데요?,assistant: 0
User: 대답 좀,assistant: 0
User: 식단평가 결과가 Not Bad로 나왔어요. 이유가 뭔가요?,assistant: 1
User: 나흘 전 식단,assistant: 1
User: 내일 비온대?,assistant: 0
User: 왜 Very Good이라고 나왔지?,assistant: 1
User: 운동 후에 하는 산책은 식단을 먹을 때도 좋겠지?,assistant: 0
"User: 오늘 먹은 식단 사진이야, 어때?",assistant: 0
User: 오늘 식단 어땠음?,assistant: 1
User: 다이어트나 한번 해볼까,assistant: 0
User: 이번주 식단은 잘 지키지 못했어,assistant: 0
User: 아침에 탄수화물 안 먹으면 어떻게 돼?,assistant: 0
User: 식단에 대한 간략한 분석 부탁해.,assistant: 1
User: 오늘 저녁은 뭐 먹을까요?,assistant: 0
User: 안녕하세요! 제 식단에 대해 조언을 구하고 싶습니다.,assistant: 0
User: 운동 새로 시작했어!,assistant: 0
User: Good이 뜨다니!! 확인해 볼 수 있나?,assistant: 1
User: 왜 0점이야?,assistant: 1
User: 오늘 식단 출력,assistant: 1
User: 식단 평가에 대해 간략하게 분석 좀 해줘.,assistant: 1
User: 아침에 일찍 일어나야 하는데 너무 졸려요.,assistant: 0
User: 식단 평가는?,assistant: 1
User: 운동 후에 하는 산책은 식단을 먹을 때도 좋겠지?,assistant: 0
User: 감사합니다,assistant: 0
User: 아침에 먹기 좋은 메뉴 추천해줘,assistant: 0
User: 어제 평가가 뭐였지,assistant: 1
User: 무슨 일이야?,assistant: 0
User: 알겠습니다.,assistant: 0
User: 회는 살찌나?,assistant: 0
User: 오늘은 정말 열심히 일했어요.,assistant: 0
User: 내 식단 왜 나쁜데?,assistant: 1
User: 알겠습니다,assistant: 0
User: 운동 후에 하는 산책은 식단을 먹을 때도 좋겠지?,assistant: 0
User: 안녕,assistant: 0
User: 이제 좀 괜찮네,assistant: 0
User: 이틀 전 식단 평가좀,assistant: 1
User: 탄수화물이 적으면서 몸에 좋은 음식,assistant: 0
User: 식단 후에 바로 누우면 어때?,assistant: 0
User: 오늘 날씨 Not Bad네,assistant: 0
User: 내 식단 뭐가 문제야?,assistant: 1
User: 허무하다,assistant: 0
User: Perfect한 식단이네,assistant: 1
User: 오늘 날씨 어때요?,assistant: 0
User: 오늘 점심으로 샐러드를 먹었어요.,assistant: 0
User: 오늘 날씨 어때요?,assistant: 0
User: 운동 후에 하는 산책은 식단을 먹을 때도 좋겠지?,assistant: 0
User: 아침 식사로 토스트를 먹는 건 어떨까요?,assistant: 0
User: Perfect한 식단이네,assistant: 1
User: 운동 후에 하는 산책은 식단을 먹을 때도 좋겠지?,assistant: 0
User: 오늘 먹은 식단에 대해 평가해줘,assistant: 1
User: 감사합니다,assistant: 0
User: Normal한 삶이다,assistant: 0
User: 식단평가,assistant: 1
User: 아니 bad가 왜나오냐고,assistant: 1
User: Not Bad라는 평가를 받으려면 어떤 음식을 먹어야 할까요?,assistant: 0
User: 내 식단 뭐가 문제야?,assistant: 1
User: 아 주말에 뭐하지,assistant: 0
User: 아 출출하다,assistant: 0
User: 내가 먹은거 왜 평가 나빠??,assistant: 1
User: 내 식단 왜 최악이야?,assistant: 1
User: 내 식단 뭐가 문제야?,assistant: 1
User: 오늘 날씨 좋네요!,assistant: 0
User: 오늘은 정말 피곤한 날이었어요.,assistant: 0
User: 오늘 저녁엔 필라테스를 하며 시간을 보낼까 해,assistant: 0
User: 어디야?,assistant: 0
User: 오늘은 정말 좋은 날이에요.,assistant: 0
User: 오늘 먹은 식단에 대해 평가해줘,assistant: 1
User: 이번 주말은 공부와 함께 보낼 계획이야,assistant: 0
User: 운동을 하면 어떤 효과가 있나요?,assistant: 0
User: 식단 평가가 왜 이러실까?,assistant: 1
User: 오늘 Not Bad네,assistant: 1
User: 내가 무엇을 잘못했나요?,assistant: 0
User: 오늘 날씨 어때?,assistant: 0
User: 내가 생각하는 최고의 여행지는 어디일까?,assistant: 0
User: 평가가 높은 음식을 먹었는데 식단 평가가 왜 이래?,assistant: 1
User: 안녕하세요! 오늘 날씨가 참 좋네요.,assistant: 0
User: 지방이 없는 맛있는 음식 추천,assistant: 0
User: 오늘 저녁은 필라테스를 했어 잘했지?,assistant: 0
User: 다이어트 지친다,assistant: 0
User: 대답 좀,assistant: 0
User: 그저께 식단 왜 Bad?,assistant: 1
User: 내 식단 왜 좋음?,assistant: 1
User: 식단에 대한 간략한 분석 부탁해.,assistant: 1
User: 5일전 식단 평가 좀,assistant: 1
User: 식단 평가가 왜 이러실까?,assistant: 1
User: 오늘 식단 출력,assistant: 1
User: 요즘에는 음악 스트리밍 서비스가 너무 많아서 선택하기 어려워요.,assistant: 0
User: 내가 먹은거 왜 평가 나빠??,assistant: 1
User: 고양이를 키우기 전에 준비해야 할 사항이 무엇인가요?,assistant: 0
User: 로또 당첨되게 해주세요,assistant: 0
User: 다이어트나 한번 해볼까,assistant: 0
User: i feel Bad,assistant: 0
User: 내 식단 뭐가 문제야?,assistant: 1
User: 운동을 하고 나면 몸이 개운해요.,assistant: 0
User: 내 식단 왜 최악이야?,assistant: 1
User: 한강에서 자전거 타기 좋은 날씨네,assistant: 0
User: 최근에 새로운 운동을 시작했는데 정말 즐겁다,assistant: 0
User: 오늘 몸무게는 어땠어?,assistant: 0
User: 3일전 탄수화물 보여줘,assistant: 1
User: 다이어트나 한번 해볼까,assistant: 0
User: 내일 눈 온다는데 실화인가요?,assistant: 0
User: i feel Bad,assistant: 0
User: Not Bad한 식단 알려줘,assistant: 0
User: 오늘 날씨가 좋네요.,assistant: 0
"User: 네, 어떤 부분이 의아하게 느껴지시나요?",assistant: 0
User: 식단 후에 바로 누우면 어때?,assistant: 0
User: Perfect한 식단이네,assistant: 1
User: 아침 먹었어요?,assistant: 0
User: 식단 평가가 뭐야?,assistant: 1
User: 아니요,assistant: 0
User: 식단 평가 기준이 뭐야?,assistant: 1
User: 내 식단 왜 나쁜데?,assistant: 1
User: 오늘 날씨 어때?,assistant: 0
User: 좋은 일이 있어서 기분이 좋아요.,assistant: 0
User: 오늘 먹은 음식 칼로리를 알고 싶어,assistant: 1
User: 내가 무엇을 잘못했나요?,assistant: 0
User: 그림 그리기를 시작했어요. 너무 재미있어요!,assistant: 0
User: 운동은 어떻게 하면 될까,assistant: 0
User: 식단에 대한 간략한 분석 부탁해.,assistant: 1
User: 식단에 대해 간략하게 분석해줘,assistant: 1
User: 오늘은 정말 열심히 운동했어요!,assistant: 0
User: 내 식단 왜 나쁜데?,assistant: 1
User: 어떤 샐러드를 먹을지 고민이에요. 추천해주실 수 있나요?,assistant: 0
User: 오늘 날씨가 너무 좋아서 산책을 했다.,assistant: 0
User: 식단평가,assistant: 1
User: 알겠습니다,assistant: 0
User: 운동 계획을 세우고 싶은데 어떻게 하면 좋을까요?,assistant: 0
User: 오늘 식단 출력,assistant: 1
User: 오늘 식단 부탁 출력,assistant: 1
User: 오늘 미세먼지가 심한가요?,assistant: 0
User: 식단 평가가 왜 이래?,assistant: 1
User: 운동 후 산책이 다이어트에 좋을까요?,assistant: 0
User: 나 이제부터 다이어트다!,assistant: 0
User: 새로 시작한 취미 어때? 재미있어 보여!,assistant: 0
User: 식단에 대한 간략한 분석 결과를 부탁해.,assistant: 1
User: 오늘 식단 정말 좋다,assistant: 1
User: DX 이쁘다 매니저,assistant: 0
User: 내 친구가 소개팅을 했는데 너무 별로였대,assistant: 0
User: Not Bad오늘 ㅇㅇ,assistant: 1
User: 식단 평가 기준은 무엇인가요?,assistant: 1
User: 나흘 전 식단 보여줘,assistant: 1
User: 단어,assistant: 0
User: 오늘 점심 뭐 먹을까요?,assistant: 0
User: Not Bad면 선방했나?,assistant: 1
User: 내 식단 왜 최악이야?,assistant: 1
User: 5일전 식단 평가 좀,assistant: 1
User: 내 식단 당류가 많았나?,assistant: 1
User: 내가 먹은 것에 대한 평가가 좋지 않아.,assistant: 1
User: 내 친구가 소개팅을 했는데 너무 별로였대,assistant: 0
User: 오늘은 정말 재미있는 하루였어요.,assistant: 0
User: 식단 후에 바로 누우면 어때?,assistant: 0
User: 내 식단에 문제가 있어?,assistant: 1
User: 식단 평가가 좀 이상한 거 같아. 어떻게 생각해?,assistant: 1
User: 내 식단 뭐가 문제야?,assistant: 1
User: 체중 감량을 위한 식단 추천해줘,assistant: 0
User: 식단에 대한 간략한 분석 부탁해.,assistant: 1
User: 제가 만든 음식이 너무 짜요.,assistant: 0
User: 오늘 날씨 너무 좋아서 산책 가고 싶어!,assistant: 0
User: 오늘 날씨 좋네요!,assistant: 0
User: 오늘 날씨가 좋네요!,assistant: 0
User: 오늘 식단 보여줘,assistant: 1
User: 건강한 식단 보여줘,assistant: 0
User: 식단 평가는?,assistant: 1
User: 오늘 저녁엔 필라테스를 하며 시간을 보낼까 해,assistant: 0
User: 오늘 식단에 대해 분석해봐,assistant: 1
User: Perfect한 식단이네,assistant: 1
User: 운동을 하면 어떤 효과가 있나요?,assistant: 0
User: 식단 평가가 좀 이상한 거 같은데?,assistant: 1
User: 내 식단 왜 좋음?,assistant: 1
User: 오늘 날씨 너무 좋다!,assistant: 0
User: 운동을 하면 어떤 효과가 있나요?,assistant: 0
User: 운동 후에 하는 산책은 식단을 먹을 때도 좋겠지?,assistant: 0
User: 운동 루틴 추천해줘,assistant: 0
User: 산책하기 좋은 곳 추천해주세요.,assistant: 0
User: 제가 먹는 음식에 대해 조언을 좀 해주시겠어요?,assistant: 1
User: 내 식단 괜찮아?,assistant: 1
User: 오늘 하루 어땠나요?,assistant: 0
User: 식단 평가 결과가 이상해요.,assistant: 1
User: 오늘 식단 출력,assistant: 1
User: 그저께 식단 평가 보여줘,assistant: 1
User: 오늘 점심 뭐 먹을까요?,assistant: 0
User: 오늘은 정말 즐거운 하루였어,assistant: 0
"User: 식단에 대해 간략하게 분석해줘, 부탁해.",assistant: 1
User: 평가가 높은 음식을 먹었는데 식단 평가가 왜 이래?,assistant: 1
User: 식단에 대해 간략하게 분석해줘,assistant: 1
User: 오늘은 정말 즐거운 하루였어,assistant: 0
User: 아침에 먹기 좋은 메뉴 추천해줘,assistant: 0
User: 오늘은 정말 즐거운 날이었어요!,assistant: 0
User: 지방이 없는 맛있는 음식 추천,assistant: 0
User: 감사합니다,assistant: 0
User: 안녕하세요!,assistant: 0
User: 대답 좀,assistant: 0
User: 식단 평가가 왜 이래?,assistant: 1
User: 오늘 먹은 음식이 너무 느끼해서 속이 안 좋아요.,assistant: 0
User: 건강한 식단 보여줘,assistant: 0
User: 탄수화물이 많았나,assistant: 1
User: 오늘 하루종일 아무것도 안먹었는데 배가 안고프네..,assistant: 0
User: i feel Bad,assistant: 0
User: 5일전 식단 평가 좀,assistant: 1
User: 오늘 식단 출력,assistant: 1
User: 아침에 먹기 좋은 메뉴 추천해줘,assistant: 0
User: 오늘 먹은 것들을 분석해줘,assistant: 1
User: 오늘 저녁에는 피자를 시켜 먹을까 해요.,assistant: 0
User: 이틀 전 식단 평가좀,assistant: 1
User: 오늘 식단 진짜 Bad였지?,assistant: 1
User: 나흘 전 식단 좀,assistant: 1
User: 좋은 선택이에요.,assistant: 0
User: 오늘 식단 출력,assistant: 1
User: i feel Bad,assistant: 0
User: Good 식단 보여줘,assistant: 0
"User: 안녕하세요! 제가 먹은 음식에 대한 평가가 좋지 않아서, 그 이유를 알고 싶어요.",assistant: 1
User: 어디로 여행 가는 게 좋을까?,assistant: 0
User: 식단평가 기준이 뭐야?,assistant: 1
User: 오늘 날씨가 너무 좋아서 산책하기 딱이야!,assistant: 0
User: 오늘 기분이 Not Bad한대~,assistant: 0
"User: 네, 알겠습니다. 어떤 식단을 평가해드리면 될까요?",assistant: 0
User: 식단 평가 기준이 뭐야?,assistant: 1
User: 오늘 점심으로 샐러드를 먹었어요.,assistant: 0
User: 그저께 식단 출력,assistant: 1
User: 오늘은 정말 재미있는 하루였어요.,assistant: 0
User: 운동 후에 하는 산책은 식단을 먹을 때도 좋겠지?,assistant: 0
User: 최근에 새로운 운동을 시작했는데 정말 즐겁다,assistant: 0
User: 오늘 먹은 식단에 대해 평가해줘,assistant: 1
User: 이틀전 Good 왜 나옴?,assistant: 1
User: 내 식단 뭐가 문제야?,assistant: 1
User: 식단에 대한 간략한 분석 결과를 부탁해.,assistant: 1
User: 알겠습니다,assistant: 0
User: 다이어트나 한번 해볼까,assistant: 0
User: 배고파,assistant: 0
User: 오늘은 정말 열심히 운동했어요!,assistant: 0
User: 최근에 새로운 운동을 시작했는데 정말 즐겁다,assistant: 0
"User: 점심으로 샐러드를 먹었는데, 벌써 배가 고파요.",assistant: 0
User: 내 식단 왜 최악이야?,assistant: 1
User: 최악 왜 내 식단,assistant: 1
User: 내 식단 왜 나쁜데?,assistant: 1
User: 운동 후에 하는 산책은 식단을 먹을 때도 좋겠지?,assistant: 0
User: i feel Bad,assistant: 0
User: 운동 계획표를 만들고 싶어요,assistant: 0
User: 운동 후에 바로 앉으면 안 돼?,assistant: 0
User: 내 식단 왜 좋은데?,assistant: 1
User: 한달 전 식단 왜 Perfect임?,assistant: 1
"User: ""Not Bad""라는 표현은 일반적으로 부정적인 의미로 사용되지 않기 때문에, 선방했다는 의미로 해석될 수 있습니다.",assistant: 0
User: 다음 휴가 때 여행가고 싶다,assistant: 0
User: 오늘 일정 알려줘,assistant: 0
User: 식단평가,assistant: 1
User: 배고파요,assistant: 0
User: 왜 내 좋을까 식단,assistant: 1
User: 오늘 식단 출력,assistant: 1
User: Good,assistant: 0
User: 운동을 하고 나면 몸이 개운해요.,assistant: 0
User: Good,assistant: 0
User: 운동을 하고 나면 몸이 개운해요.,assistant: 0
User: 식단 결과가 좀 의아하게 느껴져.,assistant: 1
User: 오늘 하루 어땠나요?,assistant: 0
User: 오늘은 정말 열심히 운동했어요!,assistant: 0
User: 식단에 대한 간략한 분석 결과를 부탁해.,assistant: 1
User: 오늘은 정말 완벽한 밤이었어요.,assistant: 0
User: 오늘 날씨 진짜 Perfect다,assistant: 0
User: 오늘 먹은 식단 사진 좀 보여줘.,assistant: 0
User: 새로 시작한 취미 어때? 재미있어 보여!,assistant: 0
User: 회는 살찌나?,assistant: 0
User: 식단 평가에 대해 간략하게 분석 좀 해줘.,assistant: 1
User: 오늘 식단 출력,assistant: 1
User: 새로 시작한 취미 어때? 재미있어 보여!,assistant: 0
User: 점심 뭐 먹지?,assistant: 0
User: 탕후루 몸에 안좋아?,assistant: 0
User: 지금 몇 시인가요?,assistant: 0
User: 안녕하세요,assistant: 0
User: 운동 후에 하는 산책은 식단을 먹을 때도 좋겠지?,assistant: 0
User: Perfect한 식단이네,assistant: 1
User: 내 식단이 어떤데?,assistant: 1
User: 오늘 먹은 음식들에 대해서 알려줘.,assistant: 1
User: 오늘 하루 어땠나요?,assistant: 0
User: 오늘 날씨가 좋아서 산책을 했다.,assistant: 0
User: 7일전 식단 Not Bad?,assistant: 1
User: 내가 뭐하는 거지,assistant: 0
User: ???,assistant: 0
User: 운동 후에 근육통이 생겼어.,assistant: 0
User: 오늘 식단 어땠음?,assistant: 1
User: Perfect한 식단이네,assistant: 1
User: 오늘 날씨가 좋네요. 어디론가 놀러가고 싶어요.,assistant: 0
User: Very Good한 식단 알려줘,assistant: 0
User: 내 식단 괜찮아?,assistant: 1
User: 오늘 날씨 좋네요!,assistant: 0
User: 운동을 하고 싶은데 어떤 운동이 좋을까요?,assistant: 0
User: 회는 살찌나?,assistant: 0
User: 지방이 많았나,assistant: 1
User: 운동을 하고 나면 몸이 개운해요.,assistant: 0
User: 나 왜 Bad,assistant: 1
User: 식단평가,assistant: 1
User: 커피,assistant: 0
User: NotBad,assistant: 0
User: 오늘 식단 진짜 별로였지?,assistant: 1
User: 오늘 먹은 음식 중에 뭐가 문제인지 모르겠어요.,assistant: 1
User: 테니스를 배우기 시작했어요!,assistant: 0
User: 식단평가,assistant: 1
User: 내 식단 당류가 많았나?,assistant: 1
User: 이번주 식단은 잘 지키지 못했어,assistant: 0
User: Not Bad라는 평가를 받으려면 어떤 음식을 먹어야 할까요?,assistant: 0
User: 식단 평가가 좀 이상한 거 같은데?,assistant: 1
User: 눈싸움 하자,assistant: 0
User: 다이어트 지친다,assistant: 0
User: 운동 후에 하는 산책은 식단을 먹을 때도 좋겠지?,assistant: 0
User: 이번 주말은 공부와 함께 보낼 계획이야,assistant: 0
User: 운동 새로 시작했어!,assistant: 0
User: 아침에 샐러드를 먹으면 배가 부를까?,assistant: 0
User: 시험에서 좋은 성적을 받아서 기분이 좋아요.,assistant: 0
User: 운동 새로 시작했어!,assistant: 0
User: 아싸 겨울이다,assistant: 0
User: 다음 휴가 때 여행 가고 싶다,assistant: 0
User: 식단 평가에 대해 간략하게 분석 좀 해줘.,assistant: 1
User: 오늘은 날씨가 좋네요,assistant: 0
User: 오늘 식단 출력,assistant: 1
User: 오늘 식단 어땠음?,assistant: 1
User: 오늘 날씨 어때요?,assistant: 0
User: 식단 관리 꿀팁 부탁,assistant: 0
User: 내가 뭐하는 거지,assistant: 0
User: 오늘 날씨가 좋네요!,assistant: 0
User: 식단에 대한 간략한 분석 부탁해.,assistant: 1
User: 오늘 너무 많이 먹은 것 같아.,assistant: 0
User: 저는 지금 배가 고파요.,assistant: 0
User: 기분이 꿀꿀해,assistant: 0
User: 나 운동 새로 시작했어!,assistant: 0
User: 식단 결과 느껴져 좀 의아하게,assistant: 1
User: 오늘 먹은 것 좀 볼까?,assistant: 1
User: 운동계획,assistant: 0
User: 오늘 미세먼지 어때요?,assistant: 0
User: 배고파요,assistant: 0
User: 운동 후에 하는 산책은 식단을 먹을 때도 좋겠지?,assistant: 0
User: 오늘은 맛있는 것을 먹고 싶어요.,assistant: 0
User: 오늘은 운동하기 싫다.,assistant: 0
User: Not Bad 받은 이유가 뭐야? Good이라고 생각했는데,assistant: 1
User: 제 식단에 문제가 있나요?,assistant: 1
User: 이틀 전 식단 출력,assistant: 1
User: 오늘은 정말 좋은 날이에요.,assistant: 0
User: 어디로 여행가고 싶으세요?,assistant: 0
User: 내 식단이 왜 건강하지 못한가요?,assistant: 1
User: 당이 떨어지네 오늘,assistant: 0
User: 아 주말에 뭐하지,assistant: 0
User: 오늘 날씨 좋네요,assistant: 0
User: 식단에 대한 간략한 분석 부탁해.,assistant: 1
User: 유정,assistant: 0
User: 5일전 식단 평가 좀,assistant: 1
User: 내 몸무게는 몇 키로일까요?,assistant: 0
User: 애플워치 심박수 측정 정확해?,assistant: 0
User: 오늘 저녁엔 필라테스를 하며 시간을 보낼까 해,assistant: 0
User: 운동 계획표를 만들어줘,assistant: 0
User: 운동 후에 하는 산책은 식단을 먹을 때도 좋겠지?,assistant: 0
User: 좀 이상 식단 평가 생각 어떻게?,assistant: 1
User: 알겠습니다.,assistant: 0
User: 오늘 날씨 어때요?,assistant: 0
User: good은 왜나옴?,assistant: 1
User: 왜일까 Bad?,assistant: 1
User: 식단 Perfect다 좋다 기분,assistant: 1
User: 오늘 식단에 대해 분석해봐,assistant: 1
User: 식단 후에 바로 누우면 어때?,assistant: 0
User: 다이어트나 한번 해볼까,assistant: 0
User: 오늘 먹은 식단에 대해 평가해줘,assistant: 1
User: 지방이 없는 맛있는 음식 추천,assistant: 0
User: 오늘 저녁은 뭐 먹을까요?,assistant: 0
User: 나 왜 Bad?,assistant: 1
User: 내 식단 왜 나쁜데?,assistant: 1
User: 오늘 날씨가 좋네요!,assistant: 0
"User: 오늘 먹은 식단은 아침엔 샐러드, 점심엔 샌드위치, 저녁엔 국밥을 먹었어요.",assistant: 0
User: 오늘 Not Bad네,assistant: 1
User: 09,assistant: 0
User: 운동 후에 하는 산책은 식단을 먹을 때도 좋겠지?,assistant: 0
User: 울적한 이 마음 아주 Bad,assistant: 0
User: 내가 쓴 글 어때?,assistant: 0
User: 미치긋네,assistant: 0
User: 오늘 먹은 식단에 대해 평가해줘,assistant: 1
User: 내가 먹은거 왜 평가 나빠??,assistant: 1
User: 아 출출하다,assistant: 0
User: 오늘 식단에 대해 분석해봐,assistant: 1
User: 오늘 날씨 어때요?,assistant: 0
User: 어제 식단은 왜 Perfect임??,assistant: 1
User: 식단 평가에 대해 간략하게 분석 좀 해줘.,assistant: 1
User: 평가가 높은 음식을 먹었는데 식단 평가가 왜 이래?,assistant: 1
User: 운동 후에 하는 산책은 식단을 먹을 때도 좋겠지?,assistant: 0
User: 오늘 날씨가 정말 좋네요!,assistant: 0
User: 나 왜 Bad?,assistant: 1
User: 식단평가,assistant: 1
User: 사흘 전 먹은 것들,assistant: 1
User: 식단에 대해 간략하게 분석해줘,assistant: 1
User: 지방이 많았나,assistant: 1
User: 알겠습니다,assistant: 0
User: 그저께 식단 정보 좀,assistant: 1
User: 나 왜 BAD?,assistant: 1
User: 운동 후에 하는 산책은 식단을 먹을 때도 좋겠지?,assistant: 0
"User: 식단에 대해 간략하게 분석해줘, 부탁해.",assistant: 1
User: 오늘은 운동하기 싫다.,assistant: 0
User: 커피는 살이 찌니?,assistant: 0
User: 저 오늘 생일이에요!,assistant: 0
User: 운동 후 산책이 다이어트에 좋을까요?,assistant: 0
User: 내가 만든 코드를 다른 사람들이 알아보기 쉽게 하려면 어떻게 해야 할까요?,assistant: 0
User: 제가 어떤 도움을 드릴 수 있을까요?,assistant: 0
User: 탕후루 먹어서 Bad야?,assistant: 1
User: 아침에 먹기 좋은 메뉴 추천해줘,assistant: 0
User: 운동은 어떻게 하면 될까,assistant: 0
User: 오늘 먹은 식단에 대해 평가해줘,assistant: 1
User: Perfect Night,assistant: 0
User: 운동 후에 하는 산책은 식단을 먹을 때도 좋겠지?,assistant: 0
User: 제가 실수를 한 것 같아요.,assistant: 0
User: 오늘 식단 출력,assistant: 1
User: 탕후루 먹었는데 당류가 많아서 Bad?,assistant: 1
User: 안녕하세요! 오늘 날씨가 좋네요.,assistant: 0
User: 운동 후에 근육통이 너무 심해요.,assistant: 0
User: 식단 결과가 좀 의아하게 느껴져.,assistant: 1
"User: 안녕하세요, 제가 어제 먹은 식단을 출력해주세요.",assistant: 1
User: 다음 휴가 때 여행 가고 싶다,assistant: 0
User: 안녕하세요!,assistant: 0
User: 3일전 식단 평가 좀,assistant: 1
"User: 식단에 대해 간략하게 분석해줘, 부탁해.",assistant: 1
